OBJECTID,geoid,County,Morning Temperature,Afternoon Temp Anomaly,Morning Temp Anomaly,Evening Temp Anomaly,Impervious Surface %,Tree Canopy %,Total population,Male pop under 5,Female pop under 5,65 and older %,65 and older,Poverty,Poverty %,Median Income,State,Region,"Percent of Population that is White alone, Non-Hispanic",Percent of Population that is Minority (non-White)
1498,48201530600,Harris County,78.87443413,0.324713496,0.047795386,0.478362991,61.07341328,3.776682007,3627,309,146,9.2,332,3549,44.9,34604,Texas,Houston,13.2,86.8
1499,48201530700,Harris County,78.89980454,0.342656241,0.073165806,0.877380619,61.65368523,1.856069784,5929,336,204,6,353,5916,41.8,28910,Texas,Houston,6.6,93.4
1500,48201530800,Harris County,77.39223765,-0.659113106,-1.434401086,0.143715232,42.3523549,7.492598564,4397,190,28,21,923,4360,11.9,56525,Texas,Houston,10.8,89.2
1501,48201531800,Harris County,76.57994222,-1.081761629,-2.246696516,-0.267103227,26.72134333,16.59580652,2548,69,126,11.7,298,2548,36.9,32674,Texas,Houston,2.4,97.6
1502,48201531900,Harris County,76.71970138,-1.139707911,-2.106937361,-0.269635474,31.69409326,12.21761417,4974,138,220,14,696,4938,21,45144,Texas,Houston,7.1,92.9
1503,48201532800,Harris County,77.49602364,-1.122444899,-1.3306151,-0.631300674,51.47551979,2.083711548,1893,34,79,8.9,168,1893,19.9,67672,Texas,Houston,21,79
1504,48201533000,Harris County,77.32131056,-1.138515844,-1.505328178,-0.286990828,27.29390863,11.61161731,2433,78,78,7.5,183,2433,23.1,29611,Texas,Houston,0.9,99.1
1505,48201533100,Harris County,76.97955379,-0.650504733,-1.847084952,-0.215244437,41.34812724,9.237232607,6879,310,248,10,688,6879,24.8,53955,Texas,Houston,5.1,94.9
1506,48201533200,Harris County,77.35115131,-0.497980255,-1.475487428,-0.251233073,42.73487903,5.497479839,3983,117,176,12.8,509,3983,25.9,36285,Texas,Houston,7.6,92.4
1507,48201533300,Harris County,77.6529011,-0.763787312,-1.173737641,0.444972403,46.68225724,4.326988961,6049,219,263,12.9,779,5910,42.4,20633,Texas,Houston,1.3,98.7
1508,48201533400,Harris County,77.54746402,-0.410116517,-1.279174715,0.187813311,40.85300288,9.084689277,11864,461,631,8.4,998,11783,15.3,40739,Texas,Houston,1.3,98.7
1509,48201533500,Harris County,78.47890012,-0.05043112,-0.347738623,0.714529337,54.65579832,4.977766549,4245,158,108,12.4,525,4245,7.2,56782,Texas,Houston,11.2,88.8
1510,48201533600,Harris County,78.48588478,-0.428111416,-0.340753954,-0.170544556,43.6555414,8.22432226,5399,173,242,5.6,305,5399,33.7,32406,Texas,Houston,2.1,97.9
1511,48201550100,Harris County,80.04992784,-0.195249975,1.223289099,1.195354946,53.90953482,5.355247982,5609,406,319,1,54,5609,43.8,26825,Texas,Houston,4.7,95.3
