,NRI_ObjectID,National Risk Index ID,State Name,State Name Abbreviation,County Name,Census Tract,Population (2020),Area (sq mi),Hurricane - Number of Events,Hurricane - Annualized Frequency,Hurricane - Expected Annual Loss Rate - National Percentile
645,73633,T48201432904,Texas,TX,Harris,432904,3797,0.44,19,0.17,86.64
646,73634,T48201433003,Texas,TX,Harris,433003,5580,0.36,19,0.17,86.47
647,73635,T48201433004,Texas,TX,Harris,433004,3390,0.2,19,0.17,86.67
648,73636,T48201433005,Texas,TX,Harris,433005,2409,0.3,19,0.17,86.07
649,73637,T48201433006,Texas,TX,Harris,433006,2401,0.11,19,0.17,86.71
650,73638,T48201433007,Texas,TX,Harris,433007,1507,0.14,19,0.17,86.31
651,73639,T48201433100,Texas,TX,Harris,433100,3398,0.33,19,0.17,86.24
652,73640,T48201433201,Texas,TX,Harris,433201,4801,0.43,19,0.17,86.7
653,73641,T48201433202,Texas,TX,Harris,433202,4367,0.45,19,0.17,86.72
654,73642,T48201433300,Texas,TX,Harris,433300,5351,0.94,19,0.17,86.49
655,73643,T48201433400,Texas,TX,Harris,433400,4276,0.66,19,0.17,86.77
656,73644,T48201433503,Texas,TX,Harris,433503,1783,0.12,19,0.17,86.86
657,73645,T48201433504,Texas,TX,Harris,433504,3739,0.36,19,0.18,86.78
658,73646,T48201433505,Texas,TX,Harris,433505,2898,0.08,19,0.18,87.24
659,73647,T48201433506,Texas,TX,Harris,433506,2145,0.05,19,0.18,87.22
660,73648,T48201433507,Texas,TX,Harris,433507,3145,0.19,19,0.18,86.9
661,73649,T48201433601,Texas,TX,Harris,433601,2837,0.26,18,0.18,86.92
662,73650,T48201433602,Texas,TX,Harris,433602,3707,0.3,18,0.18,86.84
663,73651,T48201440101,Texas,TX,Harris,440101,2269,0.88,20,0.18,86.75
664,73652,T48201440102,Texas,TX,Harris,440102,4556,1.27,19,0.18,86.8
665,73653,T48201450100,Texas,TX,Harris,450100,1908,0.32,16,0.17,86.11
666,73654,T48201450200,Texas,TX,Harris,450200,5749,1.06,16,0.17,86.37
667,73655,T48201450301,Texas,TX,Harris,450301,2944,0.39,16,0.17,86.43
668,73656,T48201450302,Texas,TX,Harris,450302,5318,0.62,17,0.17,86.14
669,73657,T48201450401,Texas,TX,Harris,450401,2180,0.17,17,0.17,86.33
670,73658,T48201450402,Texas,TX,Harris,450402,2299,0.59,17,0.17,86.18
671,73659,T48201450500,Texas,TX,Harris,450500,3386,1.15,18,0.17,85.8
672,73660,T48201450600,Texas,TX,Harris,450600,5294,0.74,17,0.17,86.01
673,73661,T48201450700,Texas,TX,Harris,450700,6765,1.73,17,0.17,85.84
674,73662,T48201450801,Texas,TX,Harris,450801,2069,0.36,16,0.17,86.56
675,73663,T48201450803,Texas,TX,Harris,450803,4657,0.42,16,0.17,86.43
676,73664,T48201450804,Texas,TX,Harris,450804,3023,0.25,16,0.17,86.01
677,73665,T48201450900,Texas,TX,Harris,450900,2872,0.63,16,0.17,86.04
678,73666,T48201451003,Texas,TX,Harris,451003,3115,0.09,16,0.17,86.75
679,73667,T48201451004,Texas,TX,Harris,451004,2274,0.14,16,0.17,86.42
680,73668,T48201451005,Texas,TX,Harris,451005,1859,0.12,16,0.17,86.5
681,73669,T48201451006,Texas,TX,Harris,451006,2478,0.4,16,0.17,86.22
682,73670,T48201451100,Texas,TX,Harris,451100,4383,0.96,16,0.17,86.13
683,73671,T48201451200,Texas,TX,Harris,451200,2686,0.67,17,0.17,86.34
684,73672,T48201451301,Texas,TX,Harris,451301,4296,0.59,17,0.17,86.41
685,73673,T48201451302,Texas,TX,Harris,451302,2877,0.61,17,0.17,85.89
686,73674,T48201451401,Texas,TX,Harris,451401,3707,0.42,17,0.17,86.05
687,73675,T48201451404,Texas,TX,Harris,451404,4269,0.22,18,0.17,86.72
688,73676,T48201451405,Texas,TX,Harris,451405,2369,0.24,18,0.17,86.56
689,73677,T48201451406,Texas,TX,Harris,451406,2986,0.43,17,0.17,86.07
690,73678,T48201451407,Texas,TX,Harris,451407,1672,0.11,17,0.17,86.61
691,73679,T48201451501,Texas,TX,Harris,451501,3046,0.3,18,0.17,86.21
692,73680,T48201451502,Texas,TX,Harris,451502,2683,0.5,17,0.17,86.03
693,73681,T48201451603,Texas,TX,Harris,451603,3672,0.51,18,0.17,86.25
694,73682,T48201451604,Texas,TX,Harris,451604,4292,0.8,18,0.17,85.99
695,73683,T48201451605,Texas,TX,Harris,451605,4317,0.34,18,0.17,86.44
696,73684,T48201451606,Texas,TX,Harris,451606,5883,1.32,18,0.17,86.08
697,73685,T48201451700,Texas,TX,Harris,451700,4224,0.69,18,0.17,86
698,73686,T48201451800,Texas,TX,Harris,451800,5319,1.87,18,0.17,86.38
699,73687,T48201451902,Texas,TX,Harris,451902,2517,0.8,17,0.17,85.88
700,73688,T48201451903,Texas,TX,Harris,451903,4153,0.23,17,0.17,86.23
701,73689,T48201451904,Texas,TX,Harris,451904,3966,0.58,18,0.17,86.56
702,73690,T48201452001,Texas,TX,Harris,452001,4678,0.42,18,0.17,86.51
703,73691,T48201452002,Texas,TX,Harris,452002,3875,0.34,17,0.17,86.18
704,73692,T48201452101,Texas,TX,Harris,452101,6357,1.44,17,0.17,85.89
705,73693,T48201452102,Texas,TX,Harris,452102,1896,0.07,16,0.17,86.4
706,73694,T48201452103,Texas,TX,Harris,452103,2165,0.25,16,0.17,86.2
707,73695,T48201452202,Texas,TX,Harris,452202,3451,0.58,16,0.17,86.32
708,73696,T48201452203,Texas,TX,Harris,452203,3100,0.31,16,0.17,86.36
709,73697,T48201452204,Texas,TX,Harris,452204,2617,0.22,16,0.17,86.36
710,73698,T48201452300,Texas,TX,Harris,452300,2226,0.79,19,0.17,85.83
711,73699,T48201452401,Texas,TX,Harris,452401,3976,0.34,17,0.17,86.07
712,73700,T48201452402,Texas,TX,Harris,452402,4048,0.53,20,0.17,85.95
713,73701,T48201452501,Texas,TX,Harris,452501,2472,0.79,17,0.17,85.95
714,73702,T48201452502,Texas,TX,Harris,452502,4912,0.44,18,0.17,86.66
715,73703,T48201452601,Texas,TX,Harris,452601,4393,0.3,16,0.17,86.74
716,73704,T48201452602,Texas,TX,Harris,452602,3367,0.73,18,0.17,85.93
717,73705,T48201452701,Texas,TX,Harris,452701,4557,0.56,19,0.17,86.02
718,73706,T48201452702,Texas,TX,Harris,452702,3911,0.69,19,0.17,86.51
719,73707,T48201452703,Texas,TX,Harris,452703,3897,0.55,16,0.17,86.49
720,73708,T48201452801,Texas,TX,Harris,452801,5751,0.62,21,0.17,86.07
721,73709,T48201452802,Texas,TX,Harris,452802,5928,0.51,20,0.17,86.14
722,73710,T48201452900,Texas,TX,Harris,452900,4274,0.51,20,0.17,86.76
723,73711,T48201453001,Texas,TX,Harris,453001,2455,0.27,20,0.17,86.8
724,73712,T48201453002,Texas,TX,Harris,453002,5141,0.8,20,0.17,86.65
725,73713,T48201453100,Texas,TX,Harris,453100,4304,0.87,19,0.17,86.7
726,73714,T48201453201,Texas,TX,Harris,453201,3546,0.17,19,0.17,86.84
727,73715,T48201453202,Texas,TX,Harris,453202,4228,0.51,19,0.18,86.85
728,73716,T48201453300,Texas,TX,Harris,453300,3485,0.8,20,0.18,86.73
729,73717,T48201453401,Texas,TX,Harris,453401,3042,0.38,20,0.18,86.83
730,73718,T48201453403,Texas,TX,Harris,453403,4107,0.27,19,0.18,86.97
731,73719,T48201453404,Texas,TX,Harris,453404,4379,0.45,19,0.18,86.91
732,73720,T48201453405,Texas,TX,Harris,453405,3962,0.49,19,0.18,86.79
733,73721,T48201453501,Texas,TX,Harris,453501,6335,0.6,19,0.18,86.97
734,73722,T48201453502,Texas,TX,Harris,453502,3926,0.51,19,0.18,86.85
735,73723,T48201453601,Texas,TX,Harris,453601,2161,0.47,19,0.18,86.93
736,73724,T48201453603,Texas,TX,Harris,453603,3291,0.54,19,0.18,86.88
737,73725,T48201453604,Texas,TX,Harris,453604,4147,0.46,19,0.18,86.85
738,73726,T48201453701,Texas,TX,Harris,453701,4531,0.52,20,0.18,86.87
739,73727,T48201453702,Texas,TX,Harris,453702,4221,0.39,19,0.18,86.84
740,73728,T48201453800,Texas,TX,Harris,453800,3668,0.72,19,0.18,86.92
741,73729,T48201453901,Texas,TX,Harris,453901,5934,0.9,19,0.18,86.79
742,73730,T48201453902,Texas,TX,Harris,453902,4140,0.37,19,0.18,86.94
743,73731,T48201454000,Texas,TX,Harris,454000,5260,0.82,16,0.17,86.62
744,73732,T48201454100,Texas,TX,Harris,454100,3667,0.68,16,0.17,86.35
745,73733,T48201454200,Texas,TX,Harris,454200,3977,0.57,15,0.17,86.32
746,73734,T48201454302,Texas,TX,Harris,454302,6792,1.07,16,0.17,86.03
747,73735,T48201454303,Texas,TX,Harris,454303,3471,0.56,16,0.17,86.48
748,73736,T48201454304,Texas,TX,Harris,454304,4830,0.33,17,0.17,86.61
749,73737,T48201454305,Texas,TX,Harris,454305,4288,0.66,17,0.17,86.5
750,73738,T48201454400,Texas,TX,Harris,454400,1046,13.18,18,0.17,85.96
751,73739,T48201454502,Texas,TX,Harris,454502,2672,2.95,15,0.17,86.19
752,73740,T48201454503,Texas,TX,Harris,454503,2575,0.57,15,0.17,86.2
753,73741,T48201454504,Texas,TX,Harris,454504,5913,2.81,17,0.17,86.07
754,73742,T48201454505,Texas,TX,Harris,454505,2606,1.18,17,0.17,86.17
755,73743,T48201454600,Texas,TX,Harris,454600,5895,1.34,15,0.17,85.87
756,73744,T48201454700,Texas,TX,Harris,454700,6908,1.36,14,0.17,86.23
757,73745,T48201454801,Texas,TX,Harris,454801,3539,0.48,14,0.17,86.05
758,73746,T48201454802,Texas,TX,Harris,454802,4514,0.66,14,0.17,86.35
759,73747,T48201454901,Texas,TX,Harris,454901,3105,0.42,14,0.17,86.29
760,73748,T48201454902,Texas,TX,Harris,454902,8752,1.39,14,0.17,86.15
761,73749,T48201455000,Texas,TX,Harris,455000,2756,0.51,14,0.17,86.28
762,73750,T48201455102,Texas,TX,Harris,455102,3235,0.62,14,0.17,86.3
763,73751,T48201455103,Texas,TX,Harris,455103,3857,0.58,14,0.17,86.42
764,73752,T48201455104,Texas,TX,Harris,455104,3108,0.49,14,0.17,86.49
765,73753,T48201455200,Texas,TX,Harris,455200,4431,1.17,14,0.17,86.27
766,73754,T48201455300,Texas,TX,Harris,455300,12949,2.09,14,0.17,86.54
767,73755,T48201510100,Texas,TX,Harris,510100,2832,0.57,20,0.18,86.99
768,73756,T48201510201,Texas,TX,Harris,510201,2972,0.36,20,0.18,87.48
769,73757,T48201510202,Texas,TX,Harris,510202,4494,1.03,20,0.18,86.88
770,73758,T48201510301,Texas,TX,Harris,510301,2855,0.57,21,0.18,87.07
771,73759,T48201510302,Texas,TX,Harris,510302,2868,0.36,21,0.18,87.14
772,73760,T48201510400,Texas,TX,Harris,510400,4173,0.58,20,0.18,86.92
773,73761,T48201510500,Texas,TX,Harris,510500,4675,0.69,19,0.18,87.06
774,73762,T48201510601,Texas,TX,Harris,510601,3158,0.35,19,0.18,86.89
775,73763,T48201510602,Texas,TX,Harris,510602,4380,0.47,18,0.18,87.04
776,73764,T48201510701,Texas,TX,Harris,510701,2347,0.23,19,0.18,87.63
777,73765,T48201510702,Texas,TX,Harris,510702,1956,0.2,19,0.18,86.94
778,73766,T48201510801,Texas,TX,Harris,510801,4404,0.34,19,0.18,86.9
779,73767,T48201510802,Texas,TX,Harris,510802,2207,2.82,18,0.18,87.45
780,73768,T48201510803,Texas,TX,Harris,510803,2444,0.33,19,0.18,87.07
781,73769,T48201510901,Texas,TX,Harris,510901,5293,0.55,18,0.18,87.5
782,73770,T48201510902,Texas,TX,Harris,510902,3854,1.58,18,0.18,86.97
783,73771,T48201511001,Texas,TX,Harris,511001,2962,0.89,18,0.18,87.42
784,73772,T48201511003,Texas,TX,Harris,511003,2535,0.42,18,0.18,87.3
785,73773,T48201511004,Texas,TX,Harris,511004,1764,0.41,18,0.18,87.32
786,73774,T48201511100,Texas,TX,Harris,511100,4100,0.74,19,0.18,86.99
787,73775,T48201511201,Texas,TX,Harris,511201,2856,0.43,18,0.18,87.05
788,73776,T48201511202,Texas,TX,Harris,511202,3575,0.39,19,0.18,87.61
789,73777,T48201511301,Texas,TX,Harris,511301,4208,0.71,19,0.18,86.99
790,73778,T48201511302,Texas,TX,Harris,511302,4012,0.62,20,0.18,86.95
791,73779,T48201511400,Texas,TX,Harris,511400,2979,0.45,21,0.18,86.96
792,73780,T48201511501,Texas,TX,Harris,511501,3158,0.49,19,0.18,87.29
793,73781,T48201511502,Texas,TX,Harris,511502,4852,0.72,20,0.18,86.93
794,73782,T48201511600,Texas,TX,Harris,511600,3759,0.76,21,0.18,87.03
795,73783,T48201520100,Texas,TX,Harris,520100,2600,1.15,18,0.18,87.33
796,73784,T48201520200,Texas,TX,Harris,520200,3495,0.73,18,0.18,86.94
797,73785,T48201520301,Texas,TX,Harris,520301,1976,0.26,18,0.18,87.13
798,73786,T48201520302,Texas,TX,Harris,520302,2391,0.31,18,0.18,87.71
799,73787,T48201520400,Texas,TX,Harris,520400,3402,0.8,18,0.18,87.45
800,73788,T48201520501,Texas,TX,Harris,520501,3641,1.8,19,0.18,86.88
801,73789,T48201520502,Texas,TX,Harris,520502,4643,1.13,18,0.17,86.62
802,73790,T48201520601,Texas,TX,Harris,520601,2328,0.77,18,0.18,86.55
803,73791,T48201520603,Texas,TX,Harris,520603,2463,0.14,17,0.18,88.16
804,73792,T48201520604,Texas,TX,Harris,520604,3068,0.39,16,0.17,86.74
805,73793,T48201520700,Texas,TX,Harris,520700,4429,0.77,17,0.17,86.51
806,73794,T48201521000,Texas,TX,Harris,521000,2289,0.46,16,0.17,86.23
807,73795,T48201521100,Texas,TX,Harris,521100,2263,0.23,16,0.17,86.57
808,73796,T48201521201,Texas,TX,Harris,521201,2371,0.19,16,0.17,86.46
809,73797,T48201521202,Texas,TX,Harris,521202,4003,0.54,16,0.17,86.05
810,73798,T48201521300,Texas,TX,Harris,521300,6033,1.15,16,0.17,86.07
811,73799,T48201521401,Texas,TX,Harris,521401,3497,0.23,16,0.17,86.57
812,73800,T48201521402,Texas,TX,Harris,521402,3612,0.36,16,0.17,86.73
813,73801,T48201521501,Texas,TX,Harris,521501,2619,0.19,16,0.17,86.74
814,73802,T48201521502,Texas,TX,Harris,521502,2917,0.6,16,0.17,86.4
815,73803,T48201521600,Texas,TX,Harris,521600,3531,2.61,16,0.17,85.81
816,73804,T48201521701,Texas,TX,Harris,521701,3620,1.59,16,0.17,86.25
817,73805,T48201521702,Texas,TX,Harris,521702,3765,0.55,17,0.17,85.84
818,73806,T48201521800,Texas,TX,Harris,521800,5258,2.8,16,0.17,85.89
819,73807,T48201521900,Texas,TX,Harris,521900,6596,1.49,16,0.17,85.95
820,73808,T48201522001,Texas,TX,Harris,522001,2002,0.45,16,0.17,86.03
821,73809,T48201522002,Texas,TX,Harris,522002,2322,0.35,16,0.17,86.46
822,73810,T48201522101,Texas,TX,Harris,522101,3549,0.35,16,0.17,86.48
823,73811,T48201522102,Texas,TX,Harris,522102,4186,0.55,16,0.17,86.25
824,73812,T48201522201,Texas,TX,Harris,522201,4016,0.64,16,0.17,86.15
825,73813,T48201522202,Texas,TX,Harris,522202,3855,0.69,16,0.17,86.27
826,73814,T48201522301,Texas,TX,Harris,522301,3792,0.54,16,0.17,86.38
827,73815,T48201522302,Texas,TX,Harris,522302,3641,0.51,16,0.17,86.44
828,73816,T48201522401,Texas,TX,Harris,522401,5813,1.07,16,0.17,86.02
829,73817,T48201522402,Texas,TX,Harris,522402,3781,1.13,16,0.17,86.19
830,73818,T48201522500,Texas,TX,Harris,522500,5045,1.5,17,0.17,86.44
831,73819,T48201530101,Texas,TX,Harris,530101,3938,0.35,19,0.18,87.79
832,73820,T48201530102,Texas,TX,Harris,530102,1690,0.67,19,0.18,87.45
833,73821,T48201530200,Texas,TX,Harris,530200,3766,1.39,19,0.18,87.45
834,73822,T48201530300,Texas,TX,Harris,530300,2680,0.72,20,0.18,87
835,73823,T48201530400,Texas,TX,Harris,530400,2781,0.62,19,0.18,87.07
836,73824,T48201530501,Texas,TX,Harris,530501,1941,0.41,18,0.18,87.74
837,73825,T48201530502,Texas,TX,Harris,530502,2490,0.51,19,0.18,87.79
838,73826,T48201530600,Texas,TX,Harris,530600,3343,1.21,20,0.18,87.02
839,73827,T48201530701,Texas,TX,Harris,530701,1557,0.38,17,0.18,87.68
840,73828,T48201530702,Texas,TX,Harris,530702,4422,0.7,18,0.18,87.58
841,73829,T48201530800,Texas,TX,Harris,530800,4133,1.79,18,0.18,87.57
842,73830,T48201530900,Texas,TX,Harris,530900,4466,0.78,18,0.18,87
843,73831,T48201531000,Texas,TX,Harris,531000,4296,0.93,19,0.18,87.19
844,73832,T48201531100,Texas,TX,Harris,531100,3377,0.64,19,0.18,87.27
845,73833,T48201531200,Texas,TX,Harris,531200,3381,0.76,19,0.18,87.31
846,73834,T48201531300,Texas,TX,Harris,531300,4817,0.6,19,0.18,87.74
847,73835,T48201531400,Texas,TX,Harris,531400,2017,0.42,18,0.18,87.24
848,73836,T48201531500,Texas,TX,Harris,531500,3050,0.74,18,0.18,87.1
849,73837,T48201531600,Texas,TX,Harris,531600,3007,0.93,18,0.18,87.08
850,73838,T48201531700,Texas,TX,Harris,531700,3516,0.73,18,0.18,87.15
851,73839,T48201531800,Texas,TX,Harris,531800,2709,1.27,18,0.18,87.81
852,73840,T48201531900,Texas,TX,Harris,531900,5152,1.7,18,0.18,87.94
853,73841,T48201532003,Texas,TX,Harris,532003,3054,0.4,17,0.18,87.5
854,73842,T48201532004,Texas,TX,Harris,532004,5195,0.62,18,0.18,87.98
855,73843,T48201532101,Texas,TX,Harris,532101,3623,0.45,18,0.18,87.84
856,73844,T48201532102,Texas,TX,Harris,532102,3104,0.28,18,0.18,88.13
857,73845,T48201532200,Texas,TX,Harris,532200,3782,0.73,17,0.18,87.58
858,73846,T48201532301,Texas,TX,Harris,532301,2988,0.91,16,0.17,86.3
859,73847,T48201532302,Texas,TX,Harris,532302,3476,1.51,17,0.17,86.39
860,73848,T48201532400,Texas,TX,Harris,532400,6963,1.83,16,0.17,86.71
861,73849,T48201532502,Texas,TX,Harris,532502,5299,1.05,15,0.17,86.63
862,73850,T48201532503,Texas,TX,Harris,532503,5206,0.83,15,0.17,86.11
863,73851,T48201532504,Texas,TX,Harris,532504,4716,1.05,16,0.17,86.33
864,73852,T48201532600,Texas,TX,Harris,532600,6483,1.04,16,0.18,87.1
865,73853,T48201532700,Texas,TX,Harris,532700,5087,1.05,16,0.18,87.61
866,73854,T48201532800,Texas,TX,Harris,532800,1893,0.53,16,0.18,87.37
867,73855,T48201532900,Texas,TX,Harris,532900,5297,0.67,17,0.18,87.65
868,73856,T48201533000,Texas,TX,Harris,533000,2715,0.69,17,0.18,87.09
869,73857,T48201533100,Texas,TX,Harris,533100,6919,1.37,17,0.18,87.15
870,73858,T48201533200,Texas,TX,Harris,533200,4148,1.04,18,0.18,87.72
871,73859,T48201533301,Texas,TX,Harris,533301,2763,0.74,18,0.18,87.18
872,73860,T48201533302,Texas,TX,Harris,533302,3514,0.64,17,0.18,87.39
873,73861,T48201533401,Texas,TX,Harris,533401,5268,0.8,17,0.18,87.34
874,73862,T48201533402,Texas,TX,Harris,533402,6233,1.84,17,0.18,87.64
875,73863,T48201533500,Texas,TX,Harris,533500,4358,1.04,16,0.18,87.76
876,73864,T48201533600,Texas,TX,Harris,533600,5455,1.38,16,0.18,87.55
877,73865,T48201533701,Texas,TX,Harris,533701,5885,3.48,16,0.18,87.14
878,73866,T48201533702,Texas,TX,Harris,533702,3351,0.38,16,0.18,87.54
879,73867,T48201533802,Texas,TX,Harris,533802,7281,2.17,17,0.18,87.07
880,73868,T48201533803,Texas,TX,Harris,533803,6639,1.35,17,0.18,87.06
881,73869,T48201533804,Texas,TX,Harris,533804,4703,1.96,17,0.18,87.63
882,73870,T48201533902,Texas,TX,Harris,533902,5159,0.76,16,0.17,86.51
883,73871,T48201533903,Texas,TX,Harris,533903,4586,0.65,16,0.18,87.12
884,73872,T48201533904,Texas,TX,Harris,533904,4543,0.48,16,0.18,87.25
885,73873,T48201534001,Texas,TX,Harris,534001,3492,1.52,17,0.18,86.88
886,73874,T48201534002,Texas,TX,Harris,534002,5653,1.27,16,0.17,86.14
887,73875,T48201534003,Texas,TX,Harris,534003,2703,0.52,16,0.17,85.98
888,73876,T48201534101,Texas,TX,Harris,534101,2909,3.02,15,0.17,86.13
889,73877,T48201534102,Texas,TX,Harris,534102,4960,1.95,15,0.17,86.02
890,73878,T48201534201,Texas,TX,Harris,534201,3035,1.3,14,0.17,86.17
891,73879,T48201534203,Texas,TX,Harris,534203,2067,1.66,15,0.17,85.86
892,73880,T48201534204,Texas,TX,Harris,534204,5302,0.9,15,0.17,86.4
893,73881,T48201534205,Texas,TX,Harris,534205,4591,0.98,15,0.17,86.44
894,73882,T48201540101,Texas,TX,Harris,540101,6790,4.73,16,0.17,86.22
895,73883,T48201540102,Texas,TX,Harris,540102,5296,3.93,16,0.17,85.86
896,73884,T48201540200,Texas,TX,Harris,540200,2438,0.98,16,0.17,86.01
897,73885,T48201540502,Texas,TX,Harris,540502,5417,1.62,16,0.17,85.99
898,73886,T48201540503,Texas,TX,Harris,540503,2594,0.28,16,0.17,86.55
899,73887,T48201540504,Texas,TX,Harris,540504,3432,0.43,16,0.17,86.42
900,73888,T48201540601,Texas,TX,Harris,540601,4626,0.63,15,0.17,86.13
901,73889,T48201540602,Texas,TX,Harris,540602,7197,1.08,16,0.17,86.03
902,73890,T48201540700,Texas,TX,Harris,540700,7307,2.94,16,0.17,86.31
903,73891,T48201540800,Texas,TX,Harris,540800,7669,3.75,16,0.17,85.92
904,73892,T48201540901,Texas,TX,Harris,540901,2810,0.63,16,0.17,85.96
905,73893,T48201540903,Texas,TX,Harris,540903,2813,0.56,16,0.17,86.4
906,73894,T48201540904,Texas,TX,Harris,540904,5060,1.22,16,0.17,86.29
907,73895,T48201541004,Texas,TX,Harris,541004,6236,1.45,17,0.17,85.9
908,73896,T48201541005,Texas,TX,Harris,541005,4888,0.64,17,0.17,86.57
909,73897,T48201541006,Texas,TX,Harris,541006,5899,0.89,17,0.17,86.38
910,73898,T48201541007,Texas,TX,Harris,541007,7529,1.75,17,0.17,86.36
911,73899,T48201541008,Texas,TX,Harris,541008,3871,2.21,18,0.17,86.26
912,73900,T48201541009,Texas,TX,Harris,541009,5467,0.86,18,0.17,85.98
913,73901,T48201541100,Texas,TX,Harris,541100,6719,1.33,17,0.17,86.11
914,73902,T48201541203,Texas,TX,Harris,541203,2607,0.6,17,0.17,86.31
915,73903,T48201541204,Texas,TX,Harris,541204,5676,0.72,17,0.17,86.01
916,73904,T48201541205,Texas,TX,Harris,541205,3168,0.53,17,0.17,86.46
917,73905,T48201541206,Texas,TX,Harris,541206,4603,0.87,16,0.17,85.91
918,73906,T48201541207,Texas,TX,Harris,541207,4470,0.89,17,0.17,85.86
919,73907,T48201541301,Texas,TX,Harris,541301,6610,1.25,17,0.17,86.47
920,73908,T48201541302,Texas,TX,Harris,541302,6877,0.83,16,0.17,86.45
921,73909,T48201541401,Texas,TX,Harris,541401,4347,0.56,16,0.17,86.4
922,73910,T48201541402,Texas,TX,Harris,541402,3401,0.39,16,0.17,86.68
923,73911,T48201541403,Texas,TX,Harris,541403,2834,0.29,17,0.17,86.74
924,73912,T48201541404,Texas,TX,Harris,541404,4168,0.49,16,0.17,86.45
925,73913,T48201541500,Texas,TX,Harris,541500,5616,1.2,17,0.17,85.93
926,73914,T48201541603,Texas,TX,Harris,541603,7741,0.93,17,0.17,86.08
927,73915,T48201541604,Texas,TX,Harris,541604,9548,2.87,17,0.17,85.92
928,73916,T48201541701,Texas,TX,Harris,541701,5802,3.15,17,0.17,86.1
929,73917,T48201541702,Texas,TX,Harris,541702,2458,1.05,18,0.17,86.2
930,73918,T48201541703,Texas,TX,Harris,541703,3633,4.13,18,0.17,86.55
931,73919,T48201541801,Texas,TX,Harris,541801,3656,0.56,16,0.17,85.99
932,73920,T48201541802,Texas,TX,Harris,541802,4277,1.38,17,0.17,86.27
933,73921,T48201541901,Texas,TX,Harris,541901,2705,0.99,17,0.17,85.91
934,73922,T48201541902,Texas,TX,Harris,541902,4884,1.17,15,0.17,86.16
935,73923,T48201542001,Texas,TX,Harris,542001,4661,0.59,15,0.17,86.1
936,73924,T48201542002,Texas,TX,Harris,542002,3102,0.53,15,0.17,86.1
937,73925,T48201542003,Texas,TX,Harris,542003,4315,0.46,15,0.17,86.05
938,73926,T48201542004,Texas,TX,Harris,542004,3164,0.54,16,0.17,85.97
939,73927,T48201542103,Texas,TX,Harris,542103,10308,1.47,16,0.17,86.01
940,73928,T48201542104,Texas,TX,Harris,542104,7584,0.84,15,0.17,86.65
941,73929,T48201542105,Texas,TX,Harris,542105,10506,1.24,15,0.17,86.55
942,73930,T48201542106,Texas,TX,Harris,542106,8799,1.19,15,0.17,86.12
943,73931,T48201542107,Texas,TX,Harris,542107,3938,0.54,16,0.17,86.33
944,73932,T48201542108,Texas,TX,Harris,542108,3568,0.75,16,0.17,86.05
945,73933,T48201542201,Texas,TX,Harris,542201,7199,0.76,15,0.17,86.71
946,73934,T48201542202,Texas,TX,Harris,542202,9767,5.52,15,0.17,86.42
947,73935,T48201542203,Texas,TX,Harris,542203,10747,3.17,15,0.17,86.09
948,73936,T48201542302,Texas,TX,Harris,542302,7400,1.78,14,0.17,86.29
949,73937,T48201542303,Texas,TX,Harris,542303,3278,0.53,14,0.17,86.54
950,73938,T48201542304,Texas,TX,Harris,542304,5695,0.78,15,0.17,85.95
951,73939,T48201542305,Texas,TX,Harris,542305,6245,1.02,14,0.17,86.48
952,73940,T48201542401,Texas,TX,Harris,542401,4682,0.48,15,0.17,86.63
953,73941,T48201542402,Texas,TX,Harris,542402,6535,1.72,15,0.17,85.85
954,73942,T48201542500,Texas,TX,Harris,542500,3870,1.71,14,0.17,85.85
955,73943,T48201542600,Texas,TX,Harris,542600,6042,1.71,14,0.17,86.09
956,73944,T48201542700,Texas,TX,Harris,542700,3953,1.82,14,0.17,85.95
957,73945,T48201542800,Texas,TX,Harris,542800,8010,3.49,14,0.17,86.14
958,73946,T48201542901,Texas,TX,Harris,542901,10080,2.21,15,0.17,85.93
959,73947,T48201542902,Texas,TX,Harris,542902,27220,19.17,16,0.17,85.92
960,73948,T48201543004,Texas,TX,Harris,543004,14783,13.41,18,0.17,86.09
961,73949,T48201543005,Texas,TX,Harris,543005,8624,29.96,17,0.17,85.92
962,73950,T48201543006,Texas,TX,Harris,543006,16766,4.72,18,0.17,85.89
963,73951,T48201543007,Texas,TX,Harris,543007,20530,8.81,17,0.17,86.37
964,73952,T48201543008,Texas,TX,Harris,543008,6225,0.92,16,0.17,86.04
965,73953,T48201543009,Texas,TX,Harris,543009,4224,0.41,17,0.17,86.47
966,73954,T48201543010,Texas,TX,Harris,543010,4992,0.53,15,0.17,86.68
967,73955,T48201543011,Texas,TX,Harris,543011,5175,0.52,18,0.17,86.02
968,73956,T48201543100,Texas,TX,Harris,543100,2979,50.64,17,0.17,86.16
969,73957,T48201543201,Texas,TX,Harris,543201,5709,1.87,16,0.17,85.88
970,73958,T48201543202,Texas,TX,Harris,543202,3585,13.83,18,0.17,86.27
971,73959,T48201550101,Texas,TX,Harris,550101,2926,0.33,16,0.18,87.87
972,73960,T48201550102,Texas,TX,Harris,550102,2592,1.04,16,0.18,87.37
973,73961,T48201550201,Texas,TX,Harris,550201,1775,0.31,16,0.18,87.8
974,73962,T48201550202,Texas,TX,Harris,550202,2161,0.67,17,0.18,87.38
