,NRI_ObjectID,National Risk Index ID,State Name,State Name Abbreviation,County Name,Census Tract,Population (2020),Area (sq mi),Riverine Flooding - Number of Events,Riverine Flooding - Annualized Frequency,Riverine Flooding - Expected Annual Loss Rate - National Percentile
1010,73998,T48201551901,Texas,TX,Harris,551901,2065,0.15,126,0,0
1011,73999,T48201551902,Texas,TX,Harris,551902,4033,0.55,126,5.25,88.03
1012,74000,T48201552002,Texas,TX,Harris,552002,1591,0.65,126,0,0
1013,74001,T48201552003,Texas,TX,Harris,552003,4374,1.04,126,5.25,98.99
1014,74002,T48201552004,Texas,TX,Harris,552004,4260,0.68,126,5.25,84.59
1015,74003,T48201552101,Texas,TX,Harris,552101,4285,0.92,126,5.25,70.48
1016,74004,T48201552102,Texas,TX,Harris,552102,5999,1.24,126,5.25,75.62
1017,74005,T48201552103,Texas,TX,Harris,552103,3260,0.61,126,5.25,31.23
1018,74006,T48201552200,Texas,TX,Harris,552200,8098,3.91,126,5.25,92.12
1019,74007,T48201552301,Texas,TX,Harris,552301,4360,1.68,126,5.25,93.83
1020,74008,T48201552303,Texas,TX,Harris,552303,2740,0.45,126,0,0
1021,74009,T48201552304,Texas,TX,Harris,552304,1911,0.96,126,5.25,93.65
1022,74010,T48201552401,Texas,TX,Harris,552401,4314,1,126,5.25,95.56
1023,74011,T48201552402,Texas,TX,Harris,552402,2562,1.38,126,0,0
1024,74012,T48201552501,Texas,TX,Harris,552501,3904,1.04,126,5.25,92.87
1025,74013,T48201552502,Texas,TX,Harris,552502,6907,1.1,126,5.25,93.29
1026,74014,T48201552602,Texas,TX,Harris,552602,7849,2.05,126,5.25,96.71
1027,74015,T48201552603,Texas,TX,Harris,552603,3633,0.56,126,0,0
1028,74016,T48201552604,Texas,TX,Harris,552604,2361,0.58,126,0,0
1029,74017,T48201552701,Texas,TX,Harris,552701,3506,0.82,126,0,0
1030,74018,T48201552702,Texas,TX,Harris,552702,5031,1.13,126,5.25,98.27
1031,74019,T48201552801,Texas,TX,Harris,552801,5049,1.41,126,5.25,93.67
1032,74020,T48201552802,Texas,TX,Harris,552802,4343,1.13,126,0,0
1033,74021,T48201552901,Texas,TX,Harris,552901,5041,0.76,126,0,0
1034,74022,T48201552902,Texas,TX,Harris,552902,4038,1.14,126,5.25,96.04
1035,74023,T48201553001,Texas,TX,Harris,553001,6399,1.85,126,5.25,77.61
1036,74024,T48201553002,Texas,TX,Harris,553002,4566,1.81,126,5.25,96.73
1037,74025,T48201553101,Texas,TX,Harris,553101,3479,0.74,126,5.25,99.13
1038,74026,T48201553102,Texas,TX,Harris,553102,3667,0.59,126,5.25,65.05
1039,74027,T48201553201,Texas,TX,Harris,553201,2873,0.9,126,5.25,97.98
1040,74028,T48201553202,Texas,TX,Harris,553202,4460,0.77,126,5.25,97.87
1041,74029,T48201553300,Texas,TX,Harris,553300,5394,0.54,126,5.25,84.95
1042,74030,T48201553401,Texas,TX,Harris,553401,4556,1.49,126,5.25,96.56
1043,74031,T48201553403,Texas,TX,Harris,553403,8289,2.6,126,5.25,79.15
1044,74032,T48201553404,Texas,TX,Harris,553404,3188,0.79,126,5.25,90.26
1045,74033,T48201553405,Texas,TX,Harris,553405,5610,1.3,126,5.25,95.96
1046,74034,T48201553500,Texas,TX,Harris,553500,7453,1.39,126,5.25,76.09
1047,74035,T48201553601,Texas,TX,Harris,553601,4673,1.15,126,5.25,90.05
1048,74036,T48201553602,Texas,TX,Harris,553602,2594,0.74,126,5.25,93.89
1049,74037,T48201553700,Texas,TX,Harris,553700,4384,1.23,126,5.25,98.03
1050,74038,T48201553801,Texas,TX,Harris,553801,2950,1.44,126,5.25,83.96
1051,74039,T48201553803,Texas,TX,Harris,553803,4621,1.05,126,5.25,83.29
1052,74040,T48201553804,Texas,TX,Harris,553804,6314,1.07,126,5.25,75.63
1053,74041,T48201553901,Texas,TX,Harris,553901,5709,1.51,126,5.25,95.25
1054,74042,T48201554001,Texas,TX,Harris,554001,3555,1.32,126,5.25,98.08
1055,74043,T48201554002,Texas,TX,Harris,554002,4356,1.69,126,5.25,90.55
1056,74044,T48201554103,Texas,TX,Harris,554103,5886,1.05,126,5.25,73.35
1057,74045,T48201554104,Texas,TX,Harris,554104,3576,0.71,126,5.25,81.31
1058,74046,T48201554201,Texas,TX,Harris,554201,5409,1.11,126,5.25,89.75
1059,74047,T48201554202,Texas,TX,Harris,554202,3662,1.67,126,5.25,94.82
1060,74048,T48201554301,Texas,TX,Harris,554301,7275,2.17,126,5.25,90.95
1061,74049,T48201554302,Texas,TX,Harris,554302,4768,2.31,126,5.25,95.7
1062,74050,T48201554404,Texas,TX,Harris,554404,5037,2.36,126,5.25,96.69
1063,74051,T48201554405,Texas,TX,Harris,554405,8176,1.56,126,5.25,77.55
1064,74052,T48201554406,Texas,TX,Harris,554406,5801,2.65,126,5.25,92.18
1065,74053,T48201554407,Texas,TX,Harris,554407,6693,2.56,126,5.25,78.63
1066,74054,T48201554408,Texas,TX,Harris,554408,9004,3.04,126,5.25,95.91
1067,74055,T48201554409,Texas,TX,Harris,554409,6559,2.11,126,5.25,95.96
1068,74056,T48201554410,Texas,TX,Harris,554410,3600,1.42,126,5.25,94.06
1069,74057,T48201554501,Texas,TX,Harris,554501,7183,4.83,126,5.25,97.17
1070,74058,T48201554502,Texas,TX,Harris,554502,6266,1.81,126,5.25,91
1071,74059,T48201554600,Texas,TX,Harris,554600,4649,1.43,126,5.25,67.34
1072,74060,T48201554701,Texas,TX,Harris,554701,2900,0.58,126,0,0
1073,74061,T48201554702,Texas,TX,Harris,554702,4857,1.21,126,5.25,64.26
1074,74062,T48201554803,Texas,TX,Harris,554803,6935,6.19,126,5.25,97.02
1075,74063,T48201554804,Texas,TX,Harris,554804,4903,3.34,126,5.25,97.49
1076,74064,T48201554805,Texas,TX,Harris,554805,8302,1.54,126,5.25,62.67
1077,74065,T48201554806,Texas,TX,Harris,554806,2208,1.75,126,5.25,95.36
1078,74066,T48201554807,Texas,TX,Harris,554807,7270,2.24,126,5.25,90.72
1079,74067,T48201554808,Texas,TX,Harris,554808,2940,0.81,126,0,0
1080,74068,T48201554809,Texas,TX,Harris,554809,10405,2.95,126,5.25,86.75
1081,74069,T48201554902,Texas,TX,Harris,554902,10035,4.98,126,5.25,87.46
1082,74070,T48201554904,Texas,TX,Harris,554904,3818,0.71,126,5.25,69.56
1083,74071,T48201554905,Texas,TX,Harris,554905,6847,3.9,126,5.25,90.07
1084,74072,T48201554906,Texas,TX,Harris,554906,4021,0.77,126,5.25,94.25
1085,74073,T48201554907,Texas,TX,Harris,554907,4507,1.24,126,0,0
1086,74074,T48201554908,Texas,TX,Harris,554908,7508,2.18,126,5.25,95.76
1087,74075,T48201555001,Texas,TX,Harris,555001,2442,0.76,126,5.25,76.2
1088,74076,T48201555002,Texas,TX,Harris,555002,5234,1.4,126,5.25,75.44
1089,74077,T48201555101,Texas,TX,Harris,555101,5029,1.36,126,0,0
1090,74078,T48201555102,Texas,TX,Harris,555102,5860,1.59,126,5.25,95.79
1091,74079,T48201555200,Texas,TX,Harris,555200,10459,7.32,126,5.25,89.62
1092,74080,T48201555301,Texas,TX,Harris,555301,4749,2.77,126,5.25,99.34
1093,74081,T48201555303,Texas,TX,Harris,555303,13791,8.3,126,5.25,86.21
1094,74082,T48201555304,Texas,TX,Harris,555304,8657,2.6,126,5.25,77.95
1095,74083,T48201555305,Texas,TX,Harris,555305,12469,4.75,126,5.25,86.72
1096,74084,T48201555401,Texas,TX,Harris,555401,3032,5.27,126,5.25,77.6
1097,74085,T48201555403,Texas,TX,Harris,555403,4424,2.69,126,5.25,67.78
1098,74086,T48201555404,Texas,TX,Harris,555404,4101,2.87,126,5.25,89.3
1099,74087,T48201555501,Texas,TX,Harris,555501,5494,16.69,126,5.25,94.14
1100,74088,T48201555503,Texas,TX,Harris,555503,15081,9.19,126,5.25,93.29
1101,74089,T48201555504,Texas,TX,Harris,555504,7443,1.21,126,5.25,84.49
1102,74090,T48201555505,Texas,TX,Harris,555505,11289,2.94,126,5.25,77.33
1103,74091,T48201555600,Texas,TX,Harris,555600,6732,21.42,126,5.25,96.53
1104,74092,T48201555701,Texas,TX,Harris,555701,10967,4.21,126,5.25,89.29
1105,74093,T48201555703,Texas,TX,Harris,555703,6793,1.5,126,5.25,52.11
1106,74094,T48201555704,Texas,TX,Harris,555704,7868,3.09,126,0,0
1107,74095,T48201556000,Texas,TX,Harris,556000,12451,52.61,126,5.25,92.9
1108,74096,T48201556100,Texas,TX,Harris,556100,3767,0.83,126,5.25,74.39
1109,74097,T48201980000,Texas,TX,Harris,980000,20,2.17,126,5.25,95.74
1110,74098,T48201980100,Texas,TX,Harris,980100,0,11.89,126,5.25,76.08
1111,74099,T48201980200,Texas,TX,Harris,980200,8296,0.27,126,5.25,97.65
1112,74100,T48201980300,Texas,TX,Harris,980300,2849,0.47,126,0,0
1113,74101,T48201980400,Texas,TX,Harris,980400,3751,0.52,126,0,0
1114,74102,T48201980700,Texas,TX,Harris,980700,2299,0.51,126,5.25,99.3
